WHO_REGION,COUNTRY_NAME,COUNTRY_CODE,ISO_YEAR,ISO_WEEK,ISO_START_DATE,SEX,AGEGROUP,AGEGROUP_NUM,DAILY_CASES,DAILY_CASES_DEATHS,DETAILED_CASES,DETAILED_CASES_DEATHS,DETAILED_CASES_CONFIRMED,DETAILED_CASES_DEATHS_CONFIRMED,DETAILED_CASES_PROBABLE,DETAILED_CASES_DEATHS_PROBABLE,DETAILED_CASES_HOSPITALISED,DETAILED_CASES_HW,DETAILED_CASES_DEATHS_HW,DETAILED_CASES_DISCHARGED,PERSONS_TESTED,PERSONS_TESTED_PCR,DAILY_DS,DETAILED_CASES_DS,DETAILED_CASES_DEATHS_DS,DETAILED_CASES_HOSPITALISED_DS,DETAILED_CASES_HW_DS,TEST_DS,LASTUPDATED_UTC
EUR,Italy,ITA,2021,25,2021-06-20T16:00:00.000Z,All,All,0,5194,205,5295,140,5295,140,,,526,44,,,1215473,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-17T04:35:47.000Z
EUR,Italy,ITA,2021,26,2021-06-27T16:00:00.000Z,All,All,0,5222,179,5671,105,5671,105,,,463,63,,,1208991,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,27,2021-07-04T16:00:00.000Z,All,All,0,7374,131,8858,79,8858,79,,,534,90,,,1168575,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,28,2021-07-11T16:00:00.000Z,All,All,0,14447,96,18920,68,18920,68,,,744,224,,,1283303,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,29,2021-07-18T16:00:00.000Z,All,All,0,28341,78,31384,73,31384,73,,,1283,381,,,1435886,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,30,2021-07-25T16:00:00.000Z,All,All,0,37355,121,38497,92,38497,92,,,1583,460,,,1483506,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,31,2021-08-01T16:00:00.000Z,All,All,0,40656,146,42674,145,42674,145,,,2004,529,,,1462948,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,32,2021-08-08T16:00:00.000Z,All,All,0,44324,204,43336,236,43336,236,,,2319,531,,,1432000,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,33,2021-08-15T16:00:00.000Z,All,All,0,43683,315,45564,313,45564,313,,,2509,537,1,,1396461,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,34,2021-08-22T16:00:00.000Z,All,All,0,45601,328,46222,370,46222,370,,,2601,525,1,,1614909,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,35,2021-08-29T16:00:00.000Z,All,All,0,41834,410,40108,407,40108,407,,,2334,506,,,1901730,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2021,36,2021-09-05T16:00:00.000Z,All,All,0,35623,419,33098,397,33098,397,,,2145,416,1,,1933833,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
